firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace,count_web,gender,prob
Peng,57,1.754,0.0,0.0,98.246,0.0,0.0,16366,male,0.99
Penni,43,2.326,97.674,0.0,0.0,0.0,0.0,1957,female,0.99
Pennie,49,4.082,87.755,6.122,0.0,2.041,0.0,2729,female,1.0
Penny,996,0.602,95.08,2.309,1.506,0.201,0.301,74438,female,0.99
Per,38,0.0,100.0,0.0,0.0,0.0,0.0,9228,male,0.97
Percy,66,21.212,22.727,40.909,15.152,0.0,0.0,22417,male,0.99
Perla,74,59.459,18.919,0.0,21.622,0.0,0.0,31426,female,0.99
Perry,595,1.345,88.571,7.059,2.857,0.0,0.168,4671,male,0.93
Petar,24,0.0,100.0,0.0,0.0,0.0,0.0,19325,male,1.0
Pete,239,24.268,71.13,0.418,4.184,0.0,0.0,103304,male,1.0
Peter,10054,1.94,91.675,1.144,5.043,0.099,0.099,1094417,male,1.0
Petr,58,0.0,96.552,1.724,0.0,1.724,0.0,143314,male,0.99
Petra,168,32.738,61.905,4.167,1.19,0.0,0.0,195779,female,0.99
Peyton,31,0.0,93.548,3.226,3.226,0.0,0.0,431,female,0.77
Phan,27,0.0,0.0,0.0,100.0,0.0,0.0,809,male,0.72
Phat,46,0.0,0.0,0.0,100.0,0.0,0.0,2760,male,0.95
Phi,31,6.452,3.226,0.0,90.323,0.0,0.0,851,male,0.86
Phil,191,5.236,82.199,2.094,10.471,0.0,0.0,190182,male,1.0
Philip,4418,1.584,92.938,1.245,4.052,0.068,0.113,214341,male,1.0
Philippe,107,0.935,89.72,2.804,6.542,0.0,0.0,262520,male,1.0
Phillip,3023,2.977,89.613,3.97,3.01,0.198,0.232,106320,male,1.0
Phoebe,89,1.124,79.775,4.494,14.607,0.0,0.0,24519,female,1.0
Phong,112,0.0,1.786,0.0,98.214,0.0,0.0,834,male,0.95
Phu,55,0.0,0.0,0.0,100.0,0.0,0.0,3804,male,0.99
Phuc,69,0.0,2.899,0.0,95.652,0.0,1.449,356,male,0.9
Phung,44,2.273,2.273,0.0,95.455,0.0,0.0,256,female,0.62
Phuoc,39,0.0,5.128,0.0,94.872,0.0,0.0,2282,male,1.0
Phuong,223,0.0,2.242,0.0,96.861,0.0,0.897,1433,female,0.72
Phyllis,1697,1.414,88.038,8.25,1.591,0.236,0.471,59592,female,1.0
Pia,42,7.143,66.667,9.524,16.667,0.0,0.0,57527,female,0.99
Pierre,247,4.049,59.919,28.745,6.073,0.405,0.81,283514,male,1.0
Pieter,46,0.0,100.0,0.0,0.0,0.0,0.0,48029,male,1.0
Pietro,51,3.922,96.078,0.0,0.0,0.0,0.0,75905,male,1.0
Pilar,76,61.842,27.632,1.316,9.211,0.0,0.0,28965,female,0.98
Ping,148,0.0,3.378,0.0,95.946,0.0,0.676,1747,female,0.5
Piotr,130,0.0,99.231,0.769,0.0,0.0,0.0,176697,male,1.0
Piper,37,0.0,91.892,5.405,0.0,2.703,0.0,3911,female,0.95
Piyush,31,0.0,19.355,0.0,80.645,0.0,0.0,40300,male,1.0
Po,30,0.0,3.333,0.0,96.667,0.0,0.0,5996,male,0.93
Polly,222,0.901,92.793,1.351,4.955,0.0,0.0,21541,female,0.99
Poonam,35,0.0,20.0,0.0,80.0,0.0,0.0,34234,female,1.0
Porfirio,49,89.796,6.122,0.0,4.082,0.0,0.0,4832,male,1.0
Portia,63,1.587,50.794,30.159,14.286,1.587,1.587,14581,female,1.0
Pradeep,73,0.0,12.329,0.0,86.301,0.0,1.37,98871,male,1.0
Prakash,90,0.0,22.222,0.0,77.778,0.0,0.0,81100,male,1.0
Prasad,70,0.0,10.0,0.0,88.571,1.429,0.0,48163,male,1.0
Prashant,81,0.0,17.284,0.0,79.012,2.469,1.235,96932,male,1.0
Praveen,78,1.282,23.077,1.282,71.795,0.0,2.564,94043,male,1.0
Pravin,44,0.0,25.0,0.0,70.455,2.273,2.273,43262,male,1.0
Preeti,33,0.0,9.091,0.0,87.879,3.03,0.0,34988,female,1.0
Prem,44,0.0,31.818,0.0,63.636,2.273,2.273,41750,male,1.0
Preston,268,0.373,85.075,10.448,2.985,0.746,0.373,21044,male,1.0
Prince,32,3.125,12.5,59.375,21.875,0.0,3.125,30864,male,0.98
Priscilla,620,11.613,70.323,11.452,6.29,0.161,0.161,93411,female,1.0
Priti,48,0.0,22.917,0.0,72.917,4.167,0.0,16618,female,1.0
Priya,59,0.0,16.949,0.0,79.661,3.39,0.0,88392,female,1.0
Prudence,37,2.703,86.486,10.811,0.0,0.0,0.0,7964,female,0.97
Pui,27,0.0,0.0,0.0,100.0,0.0,0.0,5533,female,0.96
Qi,81,1.235,2.469,0.0,96.296,0.0,0.0,11000,male,0.98
Qian,53,1.887,0.0,0.0,98.113,0.0,0.0,9700,male,0.95
Qiang,86,0.0,0.0,0.0,100.0,0.0,0.0,583,male,0.96
Qin,42,2.381,0.0,0.0,95.238,0.0,2.381,540,female,0.67
Qing,109,0.917,3.67,0.0,95.413,0.0,0.0,8125,female,0.96
Qiu,15,0.0,0.0,0.0,100.0,0.0,0.0,317,female,0.55
Quan,104,0.0,2.885,0.0,97.115,0.0,0.0,864,male,0.9
Quang,117,1.709,1.709,0.0,95.726,0.0,0.855,11319,male,1.0
Quentin,104,0.0,71.154,23.077,5.769,0.0,0.0,64083,male,1.0
Quincy,40,0.0,37.5,47.5,15.0,0.0,0.0,1242,male,0.81
Quinn,91,2.198,83.516,4.396,9.89,0.0,0.0,922,male,0.85
Quintin,40,7.5,55.0,32.5,5.0,0.0,0.0,5698,male,1.0
Quinton,45,2.222,51.111,44.444,2.222,0.0,0.0,8445,male,1.0
Quoc,68,0.0,2.941,0.0,97.059,0.0,0.0,4877,male,1.0
Quy,38,0.0,5.263,0.0,94.737,0.0,0.0,2141,male,0.99
Quyen,69,1.449,5.797,0.0,92.754,0.0,0.0,311,female,0.67
Quynh,54,0.0,7.407,0.0,90.741,0.0,1.852,6412,female,0.99
Rachael,462,5.195,91.126,2.165,1.082,0.216,0.216,74520,female,1.0
Racheal,32,12.5,84.375,3.125,0.0,0.0,0.0,9135,female,1.0
Rachel,3100,4.387,90.806,2.29,2.355,0.032,0.129,414651,female,1.0
Rachele,40,2.5,97.5,0.0,0.0,0.0,0.0,9598,female,1.0
Rachelle,330,3.636,91.515,2.424,2.424,0.0,0.0,36181,female,1.0
Rae,164,1.22,90.854,4.268,3.659,0.0,0.0,1121,female,0.79
Raelene,21,0.0,100.0,0.0,0.0,0.0,0.0,2229,female,1.0
Rafael,1116,88.441,8.871,0.269,2.419,0.0,0.0,434102,male,1.0
Rafaela,57,82.456,10.526,1.754,5.263,0.0,0.0,49831,female,1.0
Rafal,38,7.895,89.474,2.632,0.0,0.0,0.0,21666,male,1.0
Raffaele,24,0.0,100.0,0.0,0.0,0.0,0.0,56779,male,1.0
Raffi,33,0.0,96.97,0.0,3.03,0.0,0.0,3507,male,0.96
Rafi,30,0.0,86.667,0.0,13.333,0.0,0.0,14387,male,0.93
Rahul,118,0.0,24.576,0.847,72.034,1.695,0.847,249319,male,1.0
Rainer,31,3.226,96.774,0.0,0.0,0.0,0.0,7682,male,0.99
Raisa,34,0.0,97.059,2.941,0.0,0.0,0.0,10136,female,1.0
Raj,95,0.0,22.105,0.0,77.895,0.0,0.0,126594,male,1.0
Raja,51,0.0,23.529,5.882,70.588,0.0,0.0,8919,male,0.73
Rajan,47,0.0,36.17,0.0,61.702,2.128,0.0,30303,male,1.0
Rajeev,70,0.0,7.143,0.0,91.429,0.0,1.429,46961,male,1.0
Rajendra,91,0.0,19.78,3.297,73.626,3.297,0.0,46161,male,1.0
Rajesh,306,0.654,17.974,0.0,79.085,1.961,0.327,184696,male,1.0
Rajinder,66,1.515,25.758,0.0,68.182,4.545,0.0,8229,male,1.0
Rajiv,101,0.0,21.782,0.0,78.218,0.0,0.0,35048,male,1.0
Raju,43,0.0,13.953,0.0,79.07,4.651,2.326,57784,male,1.0
Rakesh,143,0.699,18.182,0.699,78.322,1.399,0.699,122326,male,1.0
Raleigh,40,2.5,95.0,2.5,0.0,0.0,0.0,142,male,0.96
Ralf,46,2.174,97.826,0.0,0.0,0.0,0.0,57236,male,1.0
Ralph,2477,5.369,88.656,4.32,1.13,0.202,0.323,108937,male,1.0
Ram,83,0.0,36.145,0.0,60.241,2.41,1.205,88102,male,1.0
Rama,48,0.0,20.833,0.0,79.167,0.0,0.0,4446,female,0.62
Raman,34,0.0,17.647,0.0,82.353,0.0,0.0,22680,male,1.0
Ramesh,189,1.058,21.164,0.0,75.661,2.116,0.0,106446,male,1.0
Rami,42,0.0,85.714,0.0,14.286,0.0,0.0,16034,male,0.95
Ramin,59,0.0,84.746,0.0,15.254,0.0,0.0,15364,male,1.0
Ramiro,354,93.22,4.802,0.282,1.695,0.0,0.0,43355,male,1.0
Ramon,999,79.179,11.311,1.301,8.008,0.0,0.2,131747,male,1.0
Ramona,517,24.758,64.41,6.576,3.868,0.193,0.193,65528,female,0.99
Rana,92,2.174,73.913,2.174,21.739,0.0,0.0,58624,female,0.96
Ranae,30,0.0,100.0,0.0,0.0,0.0,0.0,1098,female,1.0
Rand,73,1.37,94.521,1.37,2.74,0.0,0.0,396,male,0.68
Randa,54,0.0,90.741,3.704,5.556,0.0,0.0,10690,female,0.99
Randal,451,1.109,95.344,1.109,1.996,0.443,0.0,7428,male,1.0
Randall,2812,0.711,96.728,0.996,1.387,0.071,0.107,45354,male,1.0
Randee,48,2.083,97.917,0.0,0.0,0.0,0.0,93,female,0.83
Randel,48,0.0,97.917,2.083,0.0,0.0,0.0,1153,male,1.0
Randell,79,3.797,89.873,6.329,0.0,0.0,0.0,2321,male,1.0
Randi,298,1.342,95.973,2.349,0.336,0.0,0.0,1987,female,0.82
Randolph,502,2.789,82.072,11.355,3.386,0.199,0.199,8655,male,1.0
Randon,15,0.0,100.0,0.0,0.0,0.0,0.0,504,male,0.99
Randy,3010,1.827,92.757,2.027,3.09,0.166,0.133,194930,male,1.0
Rania,31,0.0,90.323,0.0,9.677,0.0,0.0,31502,female,0.99
Ranjit,61,0.0,29.508,0.0,68.852,1.639,0.0,20655,male,1.0
Raoul,33,15.152,51.515,12.121,21.212,0.0,0.0,16286,male,0.99
Raphael,96,17.708,58.333,16.667,7.292,0.0,0.0,94529,male,1.0
Raquel,390,56.667,32.308,4.615,5.897,0.0,0.513,225604,female,1.0
Rashid,32,0.0,28.125,15.625,56.25,0.0,0.0,32528,male,1.0
Rashmi,64,0.0,17.188,0.0,82.813,0.0,0.0,38025,female,1.0
Raul,1015,89.261,7.094,0.493,3.054,0.099,0.0,225397,male,1.0
Ravi,195,0.0,20.0,0.0,76.41,2.564,1.026,182629,male,1.0
Ravinder,68,2.941,22.059,0.0,75.0,0.0,0.0,1023,male,0.96
Ravindra,44,0.0,11.364,2.273,86.364,0.0,0.0,37482,male,1.0
Ray,999,6.807,79.58,6.907,6.206,0.3,0.2,199320,male,0.99
Raymond,5195,5.486,84.755,4.35,5.12,0.135,0.154,180908,male,1.0
Raymundo,107,90.654,4.673,0.0,4.673,0.0,0.0,13180,male,1.0
Rayna,36,2.778,69.444,19.444,2.778,5.556,0.0,3902,female,1.0
Reagan,31,0.0,96.774,0.0,3.226,0.0,0.0,824,male,0.76
Reba,88,0.0,88.636,7.955,2.273,1.136,0.0,4656,female,0.99
Rebeca,84,65.476,34.524,0.0,0.0,0.0,0.0,64722,female,1.0
Rebecca,7229,3.486,94.052,0.83,1.369,0.124,0.138,415663,female,1.0
Rebecka,17,0.0,100.0,0.0,0.0,0.0,0.0,5120,female,1.0
Rebekah,387,1.55,96.382,1.034,1.034,0.0,0.0,33644,female,1.0
Reed,189,0.0,97.884,0.529,1.587,0.0,0.0,11425,male,1.0
Reena,52,0.0,40.385,0.0,55.769,1.923,1.923,20493,female,1.0
Reese,36,0.0,100.0,0.0,0.0,0.0,0.0,383,male,0.56
Refugio,77,98.701,0.0,0.0,0.0,1.299,0.0,71,male,0.86
Regan,96,1.042,92.708,2.083,4.167,0.0,0.0,751,male,0.5
Regena,23,0.0,100.0,0.0,0.0,0.0,0.0,781,female,1.0
Reggie,54,5.556,68.519,20.37,5.556,0.0,0.0,2410,male,0.94
Regina,1434,6.067,78.312,12.762,2.441,0.209,0.209,156841,female,1.0
Reginald,487,1.848,31.417,63.655,2.669,0.0,0.411,29505,male,1.0
Reid,140,0.0,91.429,0.714,7.143,0.714,0.0,11862,male,1.0
Reina,115,73.913,22.609,0.87,2.609,0.0,0.0,15050,female,0.99
Reinaldo,57,82.456,14.035,0.0,3.509,0.0,0.0,36249,male,1.0
Rekha,50,0.0,30.0,2.0,66.0,2.0,0.0,23649,female,1.0
Remedios,53,16.981,9.434,0.0,73.585,0.0,0.0,4623,female,0.99
Rena,176,1.705,86.932,9.091,2.273,0.0,0.0,21222,female,0.99
Renae,169,1.775,94.083,3.55,0.0,0.592,0.0,9745,female,1.0
Renata,143,11.888,85.315,2.797,0.0,0.0,0.0,184496,female,1.0
Renate,92,1.087,97.826,0.0,1.087,0.0,0.0,29720,female,1.0
Renato,124,23.387,30.645,1.613,43.548,0.0,0.806,138769,male,1.0
Rene,800,44.875,48.125,2.625,4.0,0.125,0.25,37687,male,0.9
Renea,36,0.0,69.444,30.556,0.0,0.0,0.0,2964,female,1.0
Renee,2317,1.942,91.282,4.791,1.64,0.086,0.259,129609,female,1.0
Renita,52,0.0,51.923,46.154,1.923,0.0,0.0,4936,female,1.0
Renu,35,0.0,22.857,0.0,77.143,0.0,0.0,16399,female,1.0
Renuka,32,0.0,21.875,0.0,75.0,3.125,0.0,12925,female,1.0
Retha,33,0.0,84.848,15.152,0.0,0.0,0.0,2487,female,1.0
Reuben,109,18.349,58.716,20.183,2.752,0.0,0.0,18548,male,1.0
Reva,62,0.0,75.806,22.581,0.0,1.613,0.0,3858,female,0.98
Rex,441,0.907,90.023,0.454,8.617,0.0,0.0,31256,male,1.0
Rey,46,50.0,10.87,0.0,39.13,0.0,0.0,27094,male,0.99
Reyes,54,96.296,1.852,0.0,1.852,0.0,0.0,3006,female,0.75
Reyna,91,87.912,9.89,2.198,0.0,0.0,0.0,18289,female,1.0
Reynaldo,267,65.169,5.618,0.749,28.464,0.0,0.0,24973,male,1.0
Reynold,43,0.0,67.442,18.605,13.953,0.0,0.0,3367,male,1.0
Reza,120,0.0,80.833,0.0,19.167,0.0,0.0,81942,male,1.0
Rhea,84,2.381,82.143,7.143,7.143,1.19,0.0,2300,female,0.98
Rhett,79,0.0,100.0,0.0,0.0,0.0,0.0,5236,male,1.0
Rhiannon,57,1.754,98.246,0.0,0.0,0.0,0.0,11771,female,1.0
Rhoda,102,6.863,70.588,15.686,6.863,0.0,0.0,10824,female,1.0
Rhonda,2096,0.859,90.458,7.824,0.334,0.382,0.143,92732,female,1.0
Rian,33,0.0,93.939,6.061,0.0,0.0,0.0,1681,male,0.74
Ricardo,1232,78.571,12.256,3.896,5.276,0.0,0.0,527788,male,1.0
Rich,65,0.0,98.462,0.0,1.538,0.0,0.0,99071,male,1.0
Richard,29033,2.869,93.697,1.409,1.801,0.079,0.145,961211,male,1.0
Richelle,84,0.0,90.476,4.762,4.762,0.0,0.0,9444,female,1.0
Richie,35,5.714,68.571,17.143,8.571,0.0,0.0,5210,male,0.96
Richmond,34,0.0,70.588,8.824,20.588,0.0,0.0,6672,male,0.99
Rick,1371,2.772,93.144,0.729,2.845,0.292,0.219,282566,male,1.0
Rickey,281,0.356,84.698,13.879,0.712,0.0,0.356,8159,male,1.0
Ricki,37,2.703,86.486,8.108,2.703,0.0,0.0,1145,male,0.84
Rickie,123,0.813,87.805,10.569,0.813,0.0,0.0,380,male,0.91
Ricky,1180,2.542,84.915,7.034,5.169,0.169,0.169,103298,male,1.0
Rico,38,21.053,28.947,18.421,28.947,0.0,2.632,29852,male,0.99
Rigoberto,244,96.721,2.459,0.0,0.41,0.41,0.0,13927,male,1.0
Rikki,36,0.0,97.222,2.778,0.0,0.0,0.0,770,male,0.59
Riley,69,0.0,85.507,13.043,1.449,0.0,0.0,1095,male,0.74
Rima,36,0.0,91.667,0.0,8.333,0.0,0.0,21950,female,0.99
Rina,74,18.919,50.0,1.351,28.378,0.0,1.351,36825,female,0.99
Risa,50,2.0,96.0,0.0,2.0,0.0,0.0,7497,female,0.98
Rita,1937,8.312,81.053,4.75,5.679,0.052,0.155,298667,female,1.0
Ritchie,31,3.226,80.645,6.452,9.677,0.0,0.0,5253,male,0.99
Ritesh,33,0.0,18.182,0.0,78.788,0.0,3.03,33644,male,1.0
Ritu,41,0.0,17.073,0.0,80.488,2.439,0.0,24170,female,1.0
Rob,143,0.699,97.902,0.699,0.0,0.699,0.0,301080,male,1.0
Robb,69,1.449,95.652,0.0,2.899,0.0,0.0,7254,male,1.0
Robbie,247,0.81,87.854,10.931,0.405,0.0,0.0,5620,male,0.95
Robbin,114,0.0,89.474,10.526,0.0,0.0,0.0,858,male,0.67
Robby,69,1.449,94.203,0.0,4.348,0.0,0.0,21437,male,0.98
Robert,48260,2.138,94.511,2.161,0.924,0.128,0.137,1327990,male,1.0
Roberta,1461,3.08,92.471,3.217,0.958,0.205,0.068,173072,female,1.0
Roberto,1248,80.529,12.821,0.321,6.33,0.0,0.0,603305,male,1.0
Robin,4258,0.775,94.246,3.687,1.104,0.141,0.047,44438,male,0.76
Robyn,906,0.773,95.585,2.208,1.104,0.0,0.331,63944,female,1.0
Rocco,197,1.523,97.97,0.0,0.508,0.0,0.0,40425,male,0.99
Rochelle,479,1.461,83.716,12.944,1.879,0.0,0.0,35430,female,1.0
Rocio,156,94.231,5.128,0.0,0.641,0.0,0.0,39935,female,0.99
Rock,43,4.651,90.698,2.326,2.326,0.0,0.0,12263,male,0.97
Rocky,149,6.04,83.893,1.342,8.725,0.0,0.0,32132,male,0.99
Rod,150,5.333,90.0,2.667,1.333,0.667,0.0,57571,male,1.0
Rodd,20,0.0,100.0,0.0,0.0,0.0,0.0,827,male,1.0
Roderic,30,0.0,73.333,10.0,16.667,0.0,0.0,1031,male,1.0
Roderick,305,0.984,64.59,28.852,4.918,0.656,0.0,18412,male,1.0
Rodger,219,0.0,94.977,2.74,1.826,0.0,0.457,8968,male,1.0
Rodney,2151,1.627,86.192,9.437,2.278,0.232,0.232,76428,male,1.0
Rodolfo,509,77.407,7.466,0.0,14.735,0.0,0.393,93118,male,1.0
Rodrick,41,0.0,51.22,43.902,4.878,0.0,0.0,3033,male,1.0
Rodrigo,264,78.03,10.227,0.0,11.742,0.0,0.0,346381,male,1.0
Rogelio,363,80.716,3.306,0.0,15.978,0.0,0.0,34235,male,1.0
Roger,4373,2.515,92.842,2.104,2.355,0.023,0.16,297217,male,1.0
Rohan,34,8.824,23.529,35.294,29.412,0.0,2.941,53252,male,1.0
Rohit,81,0.0,14.815,0.0,82.716,2.469,0.0,130822,male,1.0
Roland,634,6.94,74.763,11.041,7.256,0.0,0.0,124383,male,1.0
Rolando,331,66.465,9.063,0.0,24.471,0.0,0.0,51369,male,1.0
Rolf,84,0.0,97.619,1.19,0.0,1.19,0.0,45875,male,1.0
Rolland,47,2.128,95.745,0.0,2.128,0.0,0.0,3833,male,0.97
Rollin,39,0.0,92.308,2.564,5.128,0.0,0.0,1314,male,0.98
Roma,40,0.0,75.0,5.0,20.0,0.0,0.0,6918,male,0.63
Roman,344,24.128,72.965,1.163,1.163,0.291,0.291,158542,male,0.99
Romeo,176,22.159,18.75,2.273,56.818,0.0,0.0,40234,male,0.99
Rommel,43,20.93,11.628,2.326,65.116,0.0,0.0,15289,male,1.0
Romulo,45,31.111,11.111,0.0,57.778,0.0,0.0,14086,male,1.0
Romy,30,6.667,63.333,0.0,30.0,0.0,0.0,6907,female,0.82
Ron,597,2.345,88.442,4.02,4.69,0.335,0.168,281413,male,1.0
Rona,59,3.39,77.966,5.085,13.559,0.0,0.0,11126,female,0.99
Ronald,11915,1.611,92.396,4.029,1.586,0.201,0.176,239549,male,1.0
Ronaldo,65,29.231,20.0,6.154,44.615,0.0,0.0,63399,male,1.0
Ronda,392,1.02,95.918,2.806,0.0,0.0,0.255,15591,female,1.0
Ronen,15,0.0,100.0,0.0,0.0,0.0,0.0,4211,male,1.0
Rong,88,0.0,0.0,0.0,98.864,0.0,1.136,703,male,0.54
Roni,69,7.246,84.058,2.899,4.348,1.449,0.0,4071,male,0.8
Ronit,21,0.0,100.0,0.0,0.0,0.0,0.0,420,male,0.6
Ronna,65,0.0,98.462,1.538,0.0,0.0,0.0,2898,female,1.0
Ronnie,870,4.828,78.506,13.678,2.529,0.115,0.345,9619,male,0.94
Ronny,74,12.162,71.622,8.108,5.405,0.0,2.703,16300,male,0.98
Rony,34,47.059,41.176,5.882,5.882,0.0,0.0,25179,male,0.98
Roosevelt,65,0.0,7.692,92.308,0.0,0.0,0.0,5819,male,1.0
Roque,31,58.065,35.484,0.0,6.452,0.0,0.0,12955,male,1.0
Rory,248,2.016,93.145,3.226,1.613,0.0,0.0,3960,male,0.78
Rosa,1443,72.904,20.236,4.435,2.287,0.139,0.0,328509,female,1.0
Rosalba,92,90.217,8.696,0.0,1.087,0.0,0.0,21137,female,1.0
Rosalee,41,9.756,70.732,19.512,0.0,0.0,0.0,1526,female,1.0
Rosalia,71,57.746,33.803,1.408,7.042,0.0,0.0,18152,female,1.0
Rosalie,364,10.44,83.516,1.648,3.846,0.549,0.0,22830,female,1.0
Rosalina,78,58.974,16.667,0.0,23.077,0.0,1.282,7449,female,1.0
Rosalind,185,3.243,58.919,34.054,3.784,0.0,0.0,12782,female,1.0
Rosalinda,167,61.078,19.162,0.599,18.563,0.599,0.0,11952,female,1.0
Rosalio,37,81.081,8.108,0.0,10.811,0.0,0.0,1132,male,1.0
Rosalva,41,97.561,2.439,0.0,0.0,0.0,0.0,2387,female,1.0
Rosalyn,124,5.645,56.452,32.258,4.839,0.0,0.806,9634,female,1.0
Rosana,31,48.387,29.032,0.0,22.581,0.0,0.0,59342,female,1.0
Rosann,30,3.333,90.0,0.0,6.667,0.0,0.0,979,female,1.0
Rosanna,121,10.744,71.074,3.306,13.223,0.826,0.826,35242,female,1.0
Rosanne,206,4.369,94.175,0.971,0.485,0.0,0.0,10273,female,1.0
Rosario,308,60.39,22.078,0.0,17.532,0.0,0.0,24905,male,0.68
Rosaura,38,97.368,2.632,0.0,0.0,0.0,0.0,6920,female,1.0
Roscoe,51,0.0,64.706,35.294,0.0,0.0,0.0,2252,male,1.0
Rose,1516,8.641,76.847,9.301,4.683,0.264,0.264,216646,female,1.0
Roseann,195,1.026,96.41,2.051,0.513,0.0,0.0,6692,female,1.0
Roseanna,33,12.121,87.879,0.0,0.0,0.0,0.0,1955,female,1.0
Roseanne,112,6.25,90.179,1.786,1.786,0.0,0.0,5281,female,1.0
Rosella,34,14.706,76.471,5.882,2.941,0.0,0.0,5172,female,1.0
Roselyn,40,5.0,75.0,7.5,12.5,0.0,0.0,7420,female,1.0
Rosemarie,552,7.971,81.884,3.261,6.341,0.543,0.0,28291,female,1.0
Rosemary,1309,6.875,86.478,4.202,2.215,0.229,0.0,69368,female,1.0
Rosendo,82,90.244,1.22,0.0,8.537,0.0,0.0,5684,male,1.0
Rosetta,74,5.405,45.946,43.243,2.703,1.351,1.351,6399,female,1.0
Roshan,37,0.0,43.243,2.703,54.054,0.0,0.0,2448,male,0.94
Rosie,161,29.814,37.888,22.981,8.075,0.621,0.621,43610,female,1.0
Rosio,16,100.0,0.0,0.0,0.0,0.0,0.0,1800,female,0.99
Rosita,55,32.727,25.455,1.818,38.182,1.818,0.0,22088,female,1.0
Roslyn,114,1.754,68.421,27.193,2.632,0.0,0.0,8418,female,1.0
Ross,857,1.4,95.449,0.467,2.334,0.35,0.0,95182,male,0.98
Roswitha,17,0.0,100.0,0.0,0.0,0.0,0.0,1816,female,0.98
Rowena,94,6.383,46.809,6.383,39.362,1.064,0.0,21797,female,1.0
Roxana,113,51.327,38.938,0.885,7.965,0.885,0.0,73169,female,1.0
Roxane,63,6.349,87.302,1.587,4.762,0.0,0.0,15037,female,0.99
Roxann,71,2.817,95.775,1.408,0.0,0.0,0.0,3519,female,1.0
Roxanna,79,16.456,78.481,2.532,1.266,1.266,0.0,5847,female,1.0
Roxanne,561,4.456,85.74,6.239,3.209,0.357,0.0,45648,female,1.0
Roxie,45,2.222,80.0,17.778,0.0,0.0,0.0,3856,female,1.0
Roy,2099,3.478,85.136,5.622,5.431,0.238,0.095,164760,male,1.0
Royal,50,0.0,84.0,10.0,4.0,0.0,2.0,1353,male,0.87
Royce,124,0.806,90.323,6.452,2.419,0.0,0.0,902,male,0.92
Ruben,966,80.849,13.768,1.242,4.037,0.0,0.104,202265,male,1.0
Rubina,31,12.903,29.032,3.226,51.613,0.0,3.226,6878,female,1.0
Ruby,507,9.862,53.057,24.063,12.623,0.394,0.0,66758,female,0.99
Rudolf,61,3.279,93.443,0.0,3.279,0.0,0.0,27001,male,1.0
Rudolph,252,17.063,55.556,23.413,3.571,0.397,0.0,7078,male,1.0
Rudy,310,43.226,42.581,3.226,10.0,0.645,0.323,70487,male,0.99
Rufus,82,1.22,52.439,41.463,3.659,1.22,0.0,6640,male,1.0
Rui,105,3.81,38.095,0.0,58.095,0.0,0.0,39978,male,0.98
Rupert,40,7.5,47.5,27.5,17.5,0.0,0.0,10116,male,1.0
Ruslan,38,0.0,100.0,0.0,0.0,0.0,0.0,27566,male,1.0
Russ,95,1.053,94.737,0.0,4.211,0.0,0.0,40600,male,1.0
Russel,102,0.0,97.059,0.98,1.961,0.0,0.0,9650,male,0.98
Russell,3312,0.725,94.746,2.627,1.661,0.06,0.181,101181,male,1.0
Rustin,22,0.0,100.0,0.0,0.0,0.0,0.0,855,male,1.0
Rusty,97,3.093,96.907,0.0,0.0,0.0,0.0,2216,male,0.97
Ruth,2718,6.107,86.019,5.408,2.134,0.184,0.147,251245,female,1.0
Ruthann,86,1.163,98.837,0.0,0.0,0.0,0.0,2784,female,1.0
Ruthanne,31,0.0,96.774,3.226,0.0,0.0,0.0,1206,female,1.0
Ruthie,42,4.762,59.524,35.714,0.0,0.0,0.0,6073,female,1.0
Ryan,6510,0.983,95.745,0.86,2.304,0.077,0.031,524253,male,1.0
Ryann,18,0.0,100.0,0.0,0.0,0.0,0.0,316,male,0.69
Ryszard,55,0.0,100.0,0.0,0.0,0.0,0.0,15090,male,1.0
Sabina,82,15.854,64.634,2.439,15.854,1.22,0.0,55581,female,0.99
Sabine,72,0.0,97.222,2.778,0.0,0.0,0.0,121556,female,0.99
Sabino,39,74.359,17.949,0.0,7.692,0.0,0.0,6268,male,1.0
Sabra,26,0.0,100.0,0.0,0.0,0.0,0.0,2817,female,0.99
Sabrina,523,5.736,75.335,14.34,4.015,0.382,0.191,305799,female,0.99
Sachin,64,0.0,14.063,0.0,84.375,1.563,0.0,122299,male,1.0
Sadie,94,6.383,72.34,17.021,0.0,3.191,1.064,13608,female,1.0
Saeed,59,0.0,71.186,1.695,27.119,0.0,0.0,58675,male,1.0
Sai,49,2.041,8.163,0.0,89.796,0.0,0.0,3752,male,0.83
Said,56,1.786,78.571,3.571,14.286,1.786,0.0,48503,male,0.97
Sal,46,21.739,69.565,0.0,6.522,2.174,0.0,23977,male,0.97
Salim,53,0.0,47.17,0.0,47.17,1.887,3.774,70102,male,0.99
Salina,32,9.375,40.625,15.625,34.375,0.0,0.0,6200,female,1.0
Sallie,148,1.351,87.838,8.108,1.351,0.0,1.351,6213,female,1.0
Sally,1980,2.323,93.889,0.707,2.778,0.253,0.051,154934,female,1.0
Salomon,51,80.392,13.725,1.961,3.922,0.0,0.0,8572,male,0.99
Salvador,793,91.803,5.044,0.126,2.9,0.126,0.0,77237,male,1.0
